taxon_name,url,original_name,aligned_name,accepted_name,taxon_rank,taxonomic_status,aligned_reason
Juncus aridicola,http://eflora.nt.gov.au/factsheet?id=2830,Juncus aridicola,Juncus aridicola,Juncus aridicola,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus bufonius,http://eflora.nt.gov.au/factsheet?id=2831,Juncus bufonius,Juncus bufonius,Juncus bufonius,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus continuus,http://eflora.nt.gov.au/factsheet?id=2832,Juncus continuus,Juncus continuus,Juncus continuus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Juncus kraussii,http://eflora.nt.gov.au/factsheet?id=2833,Juncus kraussii,Juncus kraussii,Juncus kraussii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Triglochin calcitrapa,http://eflora.nt.gov.au/factsheet?id=2836,Triglochin calcitrapum,Triglochin calcitrapum,Triglochin calcitrapa,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Triglochin centrocarpa,http://eflora.nt.gov.au/factsheet?id=2837,Triglochin centrocarpum,Triglochin centrocarpum,Triglochin centrocarpa,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Cycnogeton dubium,http://eflora.nt.gov.au/factsheet?id=2838,Cycnogeton dubium,Cycnogeton dubium,Cycnogeton dubium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Triglochin hexagona,http://eflora.nt.gov.au/factsheet?id=2839,Triglochin hexagona,Triglochin hexagona,Triglochin hexagona,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cycnogeton multifructum,http://eflora.nt.gov.au/factsheet?id=2840,Cycnogeton multifructum,Cycnogeton multifructum,Cycnogeton multifructum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Anisomeles inodora,http://eflora.nt.gov.au/factsheet?id=2845,Anisomeles malabarica,Anisomeles malabarica,Anisomeles inodora,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Basilicum polystachyon,http://eflora.nt.gov.au/factsheet?id=2847,Basilicum polystachyon,Basilicum polystachyon,Basilicum polystachyon,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Mesosphaerum suaveolens,http://eflora.nt.gov.au/factsheet?id=2849,Mesosphaerum suaveolens,Mesosphaerum suaveolens,Mesosphaerum suaveolens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Lamium amplexicaule,http://eflora.nt.gov.au/factsheet?id=2851,Lamium amplexicaule,Lamium amplexicaule,Lamium amplexicaule,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Leonotis nepetifolia,http://eflora.nt.gov.au/factsheet?id=2853,Leonotis nepetifolia,Leonotis nepetifolia,Leonotis nepetifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Mentha australis,http://eflora.nt.gov.au/factsheet?id=2855,Mentha australis,Mentha australis,Mentha australis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Microcorys elliptica,http://eflora.nt.gov.au/factsheet?id=2857,Microcorys elliptica,Microcorys elliptica,Microcorys elliptica,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Microcorys macredieana,http://eflora.nt.gov.au/factsheet?id=2858,Microcorys macredieana,Microcorys macredieana,Microcorys macredieana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ocimum tenuiflorum,http://eflora.nt.gov.au/factsheet?id=2860,Ocimum tenuiflorum,Ocimum tenuiflorum,Ocimum tenuiflorum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ocimum caryophyllinum,http://eflora.nt.gov.au/factsheet?id=2861,Ocimum caryophyllinum,Ocimum caryophyllinum,Ocimum caryophyllinum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Coleus intraterraneus,http://eflora.nt.gov.au/factsheet?id=2863,Plectranthus intraterraneus,Plectranthus intraterraneus,Coleus intraterraneus,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Pogostemon stellatus,http://eflora.nt.gov.au/factsheet?id=2865,Pogostemon stellatus,Pogostemon stellatus,Pogostemon stellatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera althoferi,http://eflora.nt.gov.au/factsheet?id=2867,Prostanthera althoferi,Prostanthera althoferi,Prostanthera althoferi,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera centralis,http://eflora.nt.gov.au/factsheet?id=2869,Prostanthera centralis,Prostanthera centralis,Prostanthera centralis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera sericea,http://eflora.nt.gov.au/factsheet?id=2870,Prostanthera sericea,Prostanthera sericea,Prostanthera sericea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera striatiflora,http://eflora.nt.gov.au/factsheet?id=2871,Prostanthera striatiflora,Prostanthera striatiflora,Prostanthera striatiflora,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera wilkieana,http://eflora.nt.gov.au/factsheet?id=2872,Prostanthera wilkieana,Prostanthera wilkieana,Prostanthera wilkieana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Salvia verbenaca,http://eflora.nt.gov.au/factsheet?id=2876,Salvia verbenaca,Salvia verbenaca,Salvia verbenaca,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Teucrium albicaule,http://eflora.nt.gov.au/factsheet?id=2880,Teucrium albicaule,Teucrium albicaule,Teucrium albicaule,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Teucrium grandiusculum,http://eflora.nt.gov.au/factsheet?id=2881,Teucrium grandiusculum,Teucrium grandiusculum,Teucrium grandiusculum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Teucrium integrifolium,http://eflora.nt.gov.au/factsheet?id=2883,Teucrium integrifolium,Teucrium integrifolium,Teucrium integrifolium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Teucrium racemosum,http://eflora.nt.gov.au/factsheet?id=2884,Teucrium racemosum,Teucrium racemosum,Teucrium racemosum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prostanthera schultzii,http://eflora.nt.gov.au/factsheet?id=2886,Prostanthera schultzii,Prostanthera schultzii,Prostanthera schultzii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cassytha candida,http://eflora.nt.gov.au/factsheet?id=2889,Cassytha candida,Cassytha candida,Cassytha candida,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cassytha capillaris,http://eflora.nt.gov.au/factsheet?id=2891,Cassytha capillaris,Cassytha capillaris,Cassytha capillaris,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cassytha filiformis,http://eflora.nt.gov.au/factsheet?id=2892,Cassytha filiformis,Cassytha filiformis,Cassytha filiformis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cryptocarya cunninghamii,http://eflora.nt.gov.au/factsheet?id=2894,Cryptocarya cunninghamii,Cryptocarya cunninghamii,Cryptocarya cunninghamii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cryptocarya exfoliata,http://eflora.nt.gov.au/factsheet?id=2895,Cryptocarya exfoliata,Cryptocarya exfoliata,Cryptocarya exfoliata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cryptocarya hypospodia,http://eflora.nt.gov.au/factsheet?id=2896,Cryptocarya hypospodia,Cryptocarya hypospodia,Cryptocarya hypospodia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Endiandra limnophila,http://eflora.nt.gov.au/factsheet?id=2898,Endiandra limnophila,Endiandra limnophila,Endiandra limnophila,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Litsea breviumbellata,http://eflora.nt.gov.au/factsheet?id=2900,Litsea breviumbellata,Litsea breviumbellata,Litsea breviumbellata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Litsea glutinosa,http://eflora.nt.gov.au/factsheet?id=2901,Litsea glutinosa,Litsea glutinosa,Litsea glutinosa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Neolitsea brassii,http://eflora.nt.gov.au/factsheet?id=2903,Neolitsea brassii,Neolitsea brassii,Neolitsea brassii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Barringtonia acutangula,http://eflora.nt.gov.au/factsheet?id=2906,Barringtonia acutangula,Barringtonia acutangula,Barringtonia acutangula,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Barringtonia asiatica,http://eflora.nt.gov.au/factsheet?id=2908,Barringtonia asiatica,Barringtonia asiatica,Barringtonia asiatica,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Planchonia careya,http://eflora.nt.gov.au/factsheet?id=2910,Planchonia careya,Planchonia careya,Planchonia careya,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Leea rubra,http://eflora.nt.gov.au/factsheet?id=2913,Leea rubra,Leea rubra,Leea rubra,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Lemna aequinoctialis,http://eflora.nt.gov.au/factsheet?id=2916,Lemna aequinoctialis,Lemna aequinoctialis,Lemna aequinoctialis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Lemna tenera,http://eflora.nt.gov.au/factsheet?id=2917,Lemna tenera,Lemna tenera,Lemna tenera,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Spirodela polyrhiza,http://eflora.nt.gov.au/factsheet?id=2919,Spirodela polyrhiza,Spirodela polyrhiza,Spirodela polyrhiza,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Wolffia angusta,http://eflora.nt.gov.au/factsheet?id=2921,Wolffia angusta,Wolffia angusta,Wolffia angusta,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Utricularia arnhemica,http://eflora.nt.gov.au/factsheet?id=2924,Utricularia arnhemica,Utricularia arnhemica,Utricularia arnhemica,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Utricularia aurea,http://eflora.nt.gov.au/factsheet?id=2925,Utricularia aurea,Utricularia aurea,Utricularia aurea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Utricularia australis,http://eflora.nt.gov.au/factsheet?id=2926,Utricularia australis,Utricularia australis,Utricularia australis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Utricularia bifida,http://eflora.nt.gov.au/factsheet?id=2927,Utricularia bifida,Utricularia bifida,Utricularia bifida,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
