source_primary_key,source_primary_citation
Richards_2003,"A. Richards, A. Shapcott, J. Playford, B. Morrison, C. Critchley, and S. Schmidt. “Physiological profiles of restricted endemic plants and their widespread congenors in the North Queensland wet tropics, Australia”.   _Biological Conservation_ 111 (2003), pp. 41-52.  doi:  [10.1016/s0006-3207(02)00245-8](https://doi.org/10.1016%2Fs0006-3207%2802%2900245-8)."
Richards_2008,"A. Richards and I. J. Wright. “Unpublished data: Transcription of Australian plant functional trait data from Ian Wright's collection of papers, Macquarie University”. 2009."
Richards_2021,"J. H. Richards, J. J. Henn, Q. M. Sorenson, M. A. Adams, D. D. Smith, K. A. McCulloh, and T. J. Givnish. “Mistletoes and their eucalypt hosts differ in the response of leaf functional traits to climatic moisture supply”.   _Oecologia_ 195 (2021), pp. 759-771.  doi:  [10.1007/s00442-021-04867-1](https://doi.org/10.1007%2Fs00442-021-04867-1)."
Roberts_2006,"B. Roberts. “Unpublished data: Seed traits, La Trobe University”. 2006."
Roderick_1999,"M. L. Roderick, S. L. Berry, and I. R. Noble. “The relationship between leaf composition and morphology at elevated CO2 concentrations”.   _New Phytologist_ 143.1 (1999), pp. 63-72.  doi:  [10.1046/j.1469-8137.1999.00438.x](https://doi.org/10.1046%2Fj.1469-8137.1999.00438.x)."
Roderick_2002,"M. L. Roderick and M. J. Cochrane. “On the conservative nature of the leaf mass-area relationship”.   _Annals of Botany_ 89.5 (2002), pp. 537-542.  doi:  [10.1093/aob/mcf100](https://doi.org/10.1093%2Faob%2Fmcf100)."
Rosell_2014,"J. A. Rosell, S. Gleason, R. Mendez-Alonzo, Y. Chang, and M. Westoby. “Bark functional ecology: Evidence for tradeoffs, functional coordination, and environment producing bark diversity”.   _New Phytologist_ 201.2 (2014), pp. 486-497.  doi:  [10.1111/nph.12541](https://doi.org/10.1111%2Fnph.12541)."
Rumman_2018,"R. Rumman, O. K. Atkin, K. J. Bloomfield, and D. Eamus. “Variation in bulk-leaf 13C discrimination, leaf traits and wateruse efficiency-trait relationships along a continental-scale climate gradient in Australia”.   _Global Change Biology_ 24 (2018), pp. 1186-1200.  doi:  [10.1111/gcb.13911](https://doi.org/10.1111%2Fgcb.13911)."
RussellSmith_2012,"J. Russell-Smith, M. R. Gardener, C. Brock, K. Brennan, C. P. Yates, and B. Grace. “Fire persistence traits can be used to predict vegetation response to changing fire regimes at expansive landscape scales - an Australian example”.   _Journal of Biogeography_ 39 (2012), pp. 1657-1668.  doi:  [10.1111/j.1365-2699.2012.02714.x](https://doi.org/10.1111%2Fj.1365-2699.2012.02714.x)."
Rye_2002,"B. L. Rye. “A revision of south-western Australian species of Micromyrtus (Myrtaceae) with five antisepalous ribs on the hypanthium.”.   _Nuytsia_ 15 (2002), pp. 101-122."
Rye_2006,"B. L. Rye. “A partial revision of the south-western Australian species of Micromyrtus (Myrtaceae: Chamelaucieae)”.   _Nuytsia_ 16 (2006), pp. 117-147."
Rye_2009_1,"B. L. Rye. “Reinstatement of the Western Australian genus Oxymyrrhine (Myrtaceae: Chamelaucieae) with three new species”.   _Nuytsia_ 19 (2009), pp. 149-165."
Rye_2009_2,"B. L. Rye. “A revision of the Micromyrtus racemosa complex (Myrtaceae: Chamelaucieae) of south-western Australia”.   _Nuytsia_ 20 (2010), pp. 37-56."
Rye_2013_1,"B. L. Rye, P. G. Wilson, and G. J. Keighery. “A revision of the species of Hypocalymma (Myrtaceae: Chamelaucieae) with smooth or colliculate seeds”.   _Nuytsia_ 23 (2013), pp. 283-312."
Rye_2013_2,"B. L. Rye. “An update to the taxonomy of some western Australian genera of Myrtaceae tribe Chamelaucieae. 1. Calytrix”.   _Nuytsia_ 23 (2013), pp. 483-501."
Rye_2015,"B. L. Rye. “A revision of the south-western Australian genus Babingtonia (Myrtaceae: Chamelaucieae).”.   _Nuytsia_ 25 (2015), pp. 219-250."
SAH_2014,"J. P. Jessop and H. R. Toelken. _Flora of South Australia, 4th edition, 4 vols_. Electronic version curated by J. Kellermann, State Herbarium of South Australia.. Government Printer, Adelaide, 1986."
SAH_2022,"S. H. of South Australia. _eFlora of SA, Electronic Flora of South Australia_. accessed on 6 May, 2022.. 2022.  url:  [http://www.flora.sa.gov.au/](http://www.flora.sa.gov.au/)."
SAH_2023,"S. H. of South Australia. _eFlora of SA, Electronic Flora of South Australia_. accessed on 6 May, 2022.. 2022.  url:  [http://www.flora.sa.gov.au/](http://www.flora.sa.gov.au/)."
SPRAT_2025_2,"F. D. of Climate Change, Energy, the Environment, and Water. _Species Profile and Threats Database_. 2025.  url:  [https://www.environment.gov.au/cgi-bin/sprat/public/sprat.pl](https://www.environment.gov.au/cgi-bin/sprat/public/sprat.pl)."
Sams_2017,"M. A. Sams, H. R. Lai, S. P. Bonser, P. A. Vesk, R. M. Kooyman, D. J. Metcalfe, J. W. Morgan, and M. M. Mayfield. “Landscape context explains changes in the functional diversity of regenerating forests better than climate or species richness”.   _Global Ecology and Biogeography_ 26.10 (2017), pp. 1165-1176.  doi:  [10.1111/geb.12627](https://doi.org/10.1111%2Fgeb.12627)."
Santini_2012,"N. S. Santini, N. Schmitz, and C. E. Lovelock. “Variation in wood density and anatomy in a widespread mangrove species”.   _Trees_ 26.5 (2012), pp. 1555-1563.  doi:  [10.1007/s00468-012-0729-0](https://doi.org/10.1007%2Fs00468-012-0729-0)."
Santini_2013,"N. S. Santini, N. Schmitz, V. Bennion, and C. E. Lovelock. “The anatomical basis of the link between density and mechanical strength in mangrove branches”.   _Functional Plant Biology_ 40.4 (2013), pp. 400-408.  doi:  [10.1071/fp12204](https://doi.org/10.1071%2Ffp12204)."
Santini_2016,"N. S. Santini, J. Cleverly, R. Faux, C. Lestrange, R. Rumman, and D. Eamus. “Xylem traits and water-use efficiency of woody species co-occurring in the Ti Tree Basin arid zone”.   _Trees_ 30.1 (2015), pp. 295-303.  doi:  [10.1007/s00468-015-1301-5](https://doi.org/10.1007%2Fs00468-015-1301-5)."
Schmidt_1993,"S. Schmidt. “Unpublished data: Compilation of mycorrhizal status data, University of Queensland”. 1993."
Schmidt_1997,"S. Schmidt and G. Stewart. “Waterlogging and fire impacts on nitrogen availability and utilization in a subtropical wet heathland (wallum)”.   _Plant, Cell and Environment_ 20.10 (1997), pp. 1231-1241.  doi:  [10.1046/j.1365-3040.1997.d01-20.x](https://doi.org/10.1046%2Fj.1365-3040.1997.d01-20.x)."
Schmidt_2003,"S. Schmidt and G. R. Stewart. “d15N values of tropical savanna and monsoon forest species reflect root specialisations and soil nitrogen status”.   _Oecologia_ 134 (2003), pp. 569-577.  doi:  [10.1007/s00442-002-1150-y](https://doi.org/10.1007%2Fs00442-002-1150-y)."
Schmidt_2010,"S. Schmidt, R. E. Lamble, R. J. Fensham, and I. Siddique. “Effect of woody vegetation clearing on nutrient and carbon relations of semi-arid dystrophic savanna”.   _Plant and Soil_ 331.1-2 (2009), pp. 79-90.  doi:  [10.1007/s11104-009-0233-5](https://doi.org/10.1007%2Fs11104-009-0233-5)."
Schulze_1998,"E. -. Schulze, R. J. Williams, G. D. Farquhar, W. Schulze, J. Langridge, J. M. Miller, and B. H. Walker. “Carbon and nitrogen isotope discrimination and nitrogen nutrition of trees along a rainfall gradient in northern Australia”.   _Australian Journal of Plant Physiology_ 25.4 (1998), pp. 413-425.  doi:  [10.1071/PP97113](https://doi.org/10.1071%2FPP97113)."
Schulze_2006,"E. Schulze, N. C. Turner, D. Nicolle, and J. Schumacher. “Species differences in carbon isotope ratios, specific leaf area and nitrogen concentrations in leaves of Eucalyptus growing in a common garden compared with along an aridity gradient”.   _Physiologia Plantarum_ 127.3 (2006), pp. 434-444.  doi:  [10.1111/j.1399-3054.2006.00682.x](https://doi.org/10.1111%2Fj.1399-3054.2006.00682.x)."
Schulze_2006_2,"E. Schulze, N. C. Turner, D. Nicolle, and J. Schumacher. “Leaf and wood carbon isotope ratios, specific leaf areas and woodgrowth of Eucalyptus species across a rainfall gradient in Australia”.   _Tree Physiology_ 26.4 (2006), pp. 479-492.  doi:  [10.1093/treephys/26.4.479](https://doi.org/10.1093%2Ftreephys%2F26.4.479)."
Schulze_2014,"E. D. Schulze, D. Nicolle, A. Boerner, M. Lauerer, G. Aas, and I. Schulze. “Stable carbon and nitrogen isotope ratios of Eucalyptus and Acacia species along a seasonal rainfall gradient in Western Australia”.   _Trees_ 28.4 (2014), pp. 1125-1135.  doi:  [10.1007/s00468-014-1023-0](https://doi.org/10.1007%2Fs00468-014-1023-0)."
Scott_2010,"A. J. Scott. “Vegetation recovery and recruitment processes in south-eastern Australian semi-arid old fields.”. PhD. La Trobe University, 2010."
Searson_2004,"M. J. Searson, D. S. Thomas, K. D. Montagu, and J. P. Conroy. “Wood density and anatomy of water-limited eucalypts”.   _Tree Physiology_ 24.11 (2004), pp. 1295-1302.  doi:  [10.1093/treephys/24.11.1295](https://doi.org/10.1093%2Ftreephys%2F24.11.1295)."
Sendall_2016,"K. M. Sendall, C. H. Lusk, and P. B. Reich. “Trade-offs in juvenile growth potential vs. shade tolerance among subtropical rain forest trees on soils of contrasting fertility”.   _Functional Ecology_ 30.6 (2015), pp. 845-855.  doi:  [10.1111/1365-2435.12573](https://doi.org/10.1111%2F1365-2435.12573)."
Shedley_2007,"E. F. Shedley. _Fire and Biodiversity Guidelines for the Avon Basin: Consultant Report to the Avon Catchment Council and the Department of Environment and Conservation, August 2007_. Tech. rep. Department of Environment and Conservation, Western Australia, 2007."
Simpson_2021,"K. J. Simpson, E. C. Jardine, S. Archibald, E. J. Forrestel, C. E. R. Lehmann, G. H. Thomas, and C. P. Osborne. “Resprouting grasses are associated with less frequent fire than seeders”.   _New Phytologist_ 230 (2021), pp. 832-844.  doi:  [10.1111/nph.17069](https://doi.org/10.1111%2Fnph.17069)."
SinghRamesh_2019,"A. S. Ramesh and A. W. C. &. L. Cernusak. _Far North Queensland, Montane Tree Leaf Chemistry Data, 2019. Version 1. Terrestrial Ecosystem Research Network._. 2019.  doi:  [10.25901/e1yb-ea83](https://doi.org/10.25901%2Fe1yb-ea83)."
SinghRamesh_2023,"A. S. Ramesh, A. W. Cheesman, H. Flores-Moreno, N. D. Preece, D. M. Crayn, and L. A. Cernusak. “Temperature, nutrient availability, and species traits interact to shape elevation responses of Australian tropical trees”.   _Frontiers in Forests and Global Change_ 6 (2023).  doi:  [10.3389/ffgc.2023.1089167](https://doi.org/10.3389%2Fffgc.2023.1089167)."
Sjostrom_2006,"A. Sjöström and C. L. Gross. “Life-history characters and phylogeny are correlated with extinction risk in the Australian angiosperms”.   _Journal of Biogeography_ 33.2 (2006), pp. 271-290.  doi:  [10.1111/j.1365-2699.2005.01393.x](https://doi.org/10.1111%2Fj.1365-2699.2005.01393.x)."
SmithMartin_2020,"C. M. Smith-Martin, R. P. Skelton, K. M. Johnson, C. Lucani, and T. J. Brodribb. “Lack of vulnerability segmentation among woody species in a diverse dry sclerophyll woodland community”.   _Functional Ecology_ 34 (2020), pp. 777-787.  doi:  [10.1111/1365-2435.13519](https://doi.org/10.1111%2F1365-2435.13519)."
Smith_1996,"B. Smith. “Community-level convergence and community structure of temperate Nothofagus forests”. PhD. University of Otago, Dunedin, New Zealand, 1996.  url:  [http://web.nateko.lu.se/personal/benjamin.smith/thesis/thesis.html](http://web.nateko.lu.se/personal/benjamin.smith/thesis/thesis.html)."
Smith_2012,"R. A. Smith, J. D. Lewis, O. Ghannoum, and D. T. Tissue. “Leaf structural responses to pre-industrial, current and elevated atmospheric CO2 and temperature affect leaf function in Eucalyptus sideroxylon”.   _Functional Plant Biology_ 39.4 (2012), pp. 285-296.  doi:  [10.1071/fp11238](https://doi.org/10.1071%2Ffp11238)."
Soliveres_2012,"S. Soliveres, D. J. Eldridge, F. Hemmings, and F. T. Maestre. “Nurse plant effects on plant species richness in drylands: The role of grazing, rainfall and species specificity”.   _Perspectives in Plant Ecology, Evolution and Systematics_ 14 (2012), pp. 402-410.  doi:  [10.1016/j.ppees.2012.09.003](https://doi.org/10.1016%2Fj.ppees.2012.09.003)."
Soper_2014,"F. M. Soper, A. E. Richards, I. Siddique, M. P. M. Aidar, G. D. Cook, L. B. Hutley, N. Robinson, and S. Schmidt. “Natural abundance (delta15N) indicates shifts in nitrogen relations of woody taxa along a savanna-woodland continental rainfall gradient”.   _Oecologia_ 178.1 (2014), pp. 297-308.  doi:  [10.1007/s00442-014-3176-3](https://doi.org/10.1007%2Fs00442-014-3176-3)."
Standish_2019,"R. Standish. “Unpublished data: Jarrah forest, Murdoch University”. 2019."
Staples_2019,"T. Staples, J. M. Dwyer, J. R. England, and M. M. Mayfield. “Productivity does not correlate with species and functional diversity in Australian reforestation plantings across a wide climate gradient”.   _Global Ecology and Biogeography_ 28.10 (2019), pp. 1417-1429.  doi:  [10.1111/geb.12962](https://doi.org/10.1111%2Fgeb.12962)."
Stephens_2021,"R. Stephens. “Unpublished data: Flowering time data from TERN plots, Macquarie University.”. 2021."
Stephens_2023,"R. E. Stephens, R. V. Gallagher, L. Dun, W. Cornwell, and H. Sauquet. “Insect pollination for most of angiosperm evolutionary history”.   _New Phytologist_ 240.2 (2023), pp. 880-891. ISSN: 1469-8137.  doi:  [10.1111/nph.18993](https://doi.org/10.1111%2Fnph.18993)."
Stephens_2024,"R. E. Stephens, H. Sauquet, B. Laugier, C. Gosper, and R. V. Gallagher. “Eucalypt flower size and colour shaped more by pollination than abiotic environment”.   _in review_ (2024)."
Stewart_1995,"G. Stewart, M. Turnbull, S. Schmidt, and P. Erskine. “13C natural abundance in plant communities along a rainfall gradient: a biological integrator of water availability”.   _Functional Plant Biology_ 22.1 (1995), pp. 51-55.  doi:  [10.1071/pp9950051](https://doi.org/10.1071%2Fpp9950051)."
Stuart_2007,"S. A. Stuart, B. Choat, K. C. Martin, N. M. Holbrook, and M. C. Ball. “The role of freezing in setting the latitudinal limits of mangrove forests”.   _New Phytologist_ 173 (2007), pp. 576-583.  doi:  [10.1111/j.1469-8137.2006.01938.x](https://doi.org/10.1111%2Fj.1469-8137.2006.01938.x)."
Sweedman_2006,"L. Sweedman and D. Merritt. _Australian Seeds: A Guide to Their Collection, Identification, and Biology_. CSIRO Publishing, 2006. ISBN: 9780643094079."
TMAG_2009,Tasmanian Herbarium. _Flora of Tasmania Online_. 2009.  url:  [http://www.tmag.tas.gov.au/floratasmania](http://www.tmag.tas.gov.au/floratasmania).
Taseski_2021,"G. M. Taseski, D. A. Keith, R. L. Dalrymple, and W. K. Cornwell. “Shifts in fine root traits within and among species along a fine-scale hydrological gradient”.   _Annals of Botany_ 127.4 (2021), pp. 473-481. ISSN: 1095-8290.  doi:  [10.1093/aob/mcaa175](https://doi.org/10.1093%2Faob%2Fmcaa175)."
Taylor_2008,"D. Taylor and D. Eamus. “Coordinating leaf functional traits with branch hydraulic conductivity: Resource substitution and implications for carbon gain”.   _Tree Physiology_ 28.8 (2008), pp. 1169-1177.  doi:  [doi.org/10.1093/treephys/28.8.1169](https://doi.org/doi.org%2F10.1093%2Ftreephys%2F28.8.1169)."
Thomas_2017,"F. M. Thomas and P. A. Vesk. “Growth races in The Mallee: Height growth in woody plants examined with a trait-based model”.   _Austral Ecology_ 42.7 (2017), pp. 790-800.  doi:  [10.1111/aec.12501](https://doi.org/10.1111%2Faec.12501)."
Thompson_2001,"I. R. Thompson. “Morphometric analysis and revision of eastern Australian Hovea (Brongniartieae-Fabaceae)”.   _Australian Systematic Botany_ 14 (2001), pp. 1-99.  doi:  [10.1071/sb00008](https://doi.org/10.1071%2Fsb00008)."
Tng_2013,"D. Y. P. Tng, G. J. Jordan, and D. M. J. S. Bowman. “Plant traits demonstrate that temperate and tropical giant Eucalypt forests are ecologically convergent with rainforest not savanna”.   _PLoS ONE_ 8 (2013), p. e84378.  doi:  [10.1371/journal.pone.0084378](https://doi.org/10.1371%2Fjournal.pone.0084378)."
Toelken_1996,"H. R. Toelken. “A revision of the genus Kunzea (Myrtaceae) I. The western Australian section Zeanuk”.   _Journal of the Adelaide Botanic Garden_ 17 (1996), pp. 29-106."
Togashi_2015,"H. F. Togashi, I. C. Prentice, B. J. Evans, D. I. Forrester, P. Drake, P. Feikema, K. Brooksbank, D. Eamus, and D. Taylor. “Morphological and moisture availability controls of the leaf area-to-sapwood area ratio: analysis of measurements on Australian trees”.   _Ecology and Evolution_ 5.6 (2015), pp. 1263-1270.  doi:  [10.1002/ece3.1344](https://doi.org/10.1002%2Fece3.1344)."
Tolsma_2007,"A. D. Tolsma, S. M. Read, and K. G. Tolhurst. “Roots of Australian alpine plant species contain high levels of stored carbohydrates independent of post-fire regeneration strategy”.   _Australian Journal of Botany_ 55.8 (2007), pp. 771-779.  doi:  [10.1071/BT06216](https://doi.org/10.1071%2FBT06216)."
Tomlinson_2013,"K. W. Tomlinson, L. Poorter, F. J. Sterck, F. Borghetti, D. Ward, S. de Bie, and F. van Langevelde. “Leaf adaptations of evergreen and deciduous trees of semi-arid and humid savannas on three continents”.   _Journal of Ecology_ 101 (2013), pp. 430-440.  doi:  [10.1111/1365-2745.12056](https://doi.org/10.1111%2F1365-2745.12056)."
Tomlinson_2019,"K. W. Tomlinson, F. J. Sterck, E. R. M. Barbosa, S. de Bie, H. H. T. Prins, and F. van Langevelde. “Seedling growth of savanna tree species from three continents under grass competition and nutrient limitation in a greenhouse experiment”.   _Journal of Ecology_ 107.3 (2019), pp. 1051-1066.  doi:  [10.1111/1365-2745.13085](https://doi.org/10.1111%2F1365-2745.13085)."
Trudgen_2005,"M. E. Trudgen and B. L. Rye. “Astus, a new western Australian genus of Myrtaceae with heterocarpidic fruits”.   _Nuytsia_ 14 (2005), pp. 495-512."
Trudgen_2014,"M. E. Trudgen and B. L. Rye. “An update to the taxonomy of some western Australian genera of Myrtaceae tribe Chamelaucieae. 2. Cyathostemon”.   _Nuytsia_ 24 (2014), pp. 7-16."
Tsakalos_2020,"J. L. Tsakalos, M. Renton, F. Riviera, E. J. Veneklaas, M. P. Dobrowolski, and L. Mucina. “Trait-based formal definition of plant functional types and functional communities in the multi-species and multi-traits context”.   _Ecological Complexity_ 40 (2019), p. 100787.  doi:  [10.1016/j.ecocom.2019.100787](https://doi.org/10.1016%2Fj.ecocom.2019.100787)."
Tsakalos_2022,"J. L. Tsakalos, G. Ottaviani, S. Chelli, A. Rea, S. Elder, M. P. Dobrowolski, and L. Mucina. “Plant clonality in a soil-impoverished open ecosystem: insights from southwest Australian shrublands”.   _Annals of Botany_ 130.7 (2022), pp. 981-990.  doi:  [10.1093/aob/mcac131](https://doi.org/10.1093%2Faob%2Fmcac131)."
Tsujii_2023,"Y. Tsujii, B. J. Atwell, H. Lambers, and I. J. Wright. “Leaf phosphorus fractions vary with leaf economic traits among 35 Australian woody species”.   _New Phytologist_ 241.5 (2024), pp. 1985-1997. ISSN: 1469-8137.  doi:  [10.1111/nph.19513](https://doi.org/10.1111%2Fnph.19513)."
Turner_2010,"N. C. Turner, E. Schulze, D. Nicolle, and I. Kuhlmann. “Growth in two common gardens reveals species by environment interaction in carbon isotope discrimination of Eucalyptus”.   _Tree Physiology_ 30.6 (2010), pp. 741-747.  doi:  [10.1093/treephys/tpq029](https://doi.org/10.1093%2Ftreephys%2Ftpq029)."
Veneklaas_2003,"E. J. Veneklaas and P. Poot. “Seasonal patterns in water use and leaf turnover of different plant functional types in a species-rich woodland, south-western Australia”.   _Plant and Soil_ 257.2 (2003), pp. 295-304.  doi:  [10.1023/a:1027383920150](https://doi.org/10.1023%2Fa%3A1027383920150)."
Venn_2011,"S. E. Venn, K. Green, C. M. Pickering, and J. W. Morgan. “Using plant functional traits to explain community composition across a strong environmental filter in Australian alpine snowpatches”.   _Plant Ecology_ 212 (2011), pp. 1491-1499.  doi:  [10.1007/s11258-011-9923-1](https://doi.org/10.1007%2Fs11258-011-9923-1)."
Vesk_2004,"P. A. Vesk, M. R. Leishman, and M. Westoby. “Simple traits do not predict grazing response in Australian dry shrublands and woodlands”.   _Journal of Applied Ecology_ 41.1 (2004), pp. 22-31.  doi:  [10.1111/j.1365-2664.2004.00857.x](https://doi.org/10.1111%2Fj.1365-2664.2004.00857.x)."
Vesk_2007,"P. Vesk. “Unpublished data: Leaf traits for flora of Falls Creek Victoria, University of Melbourne”. 2007."
Vesk_2019,"P. A. Vesk and J. D. L. Yen. “Plant resprouting: How many sprouts and how deep? Flexible modelling of multispecies experimental disturbances.”.   _Perspectives in Plant Ecology, Evolution and Systematics_ 41 (2019), p. 125497.  doi:  [10.1016/j.ppees.2019.125497](https://doi.org/10.1016%2Fj.ppees.2019.125497)."
Vlasveld_2018,"C. Vlasveld, B. O'Leary, F. Udovicic, and M. Burd. “Leaf heteroblasty in eucalypts: biogeographic evidence of ecological function”.   _Australian Journal of Botany_ 66.3 (2018), pp. 191-201.  doi:  [10.1071/bt17134](https://doi.org/10.1071%2Fbt17134)."
WAH_1998,Western Australian Herbarium. _FloraBase: The Western Australian flora_. 1998.  url:  [http://florabase.dpaw.wa.gov.au](http://florabase.dpaw.wa.gov.au).
WAH_2022_1,"Western Australian Herbarium. _Florabase—the Western Australian Flora._. accessed on 14 September, 2022.. 2022.  url:  [https://florabase.dpaw.wa.gov.au/](https://florabase.dpaw.wa.gov.au/)."
WAH_2022_2,"Western Australian Herbarium. _Florabase—the Western Australian Flora._. accessed on 14 September, 2022.. 2022.  url:  [https://florabase.dpaw.wa.gov.au/](https://florabase.dpaw.wa.gov.au/)."
WAH_2023_1,"Western Australian Herbarium. _Florabase—the Western Australian Flora._. accessed on 14 September, 2022.. 2023.  url:  [https://florabase.dpaw.wa.gov.au/](https://florabase.dpaw.wa.gov.au/)."
WAH_2023_2,"Western Australian Herbarium. _Florabase—the Western Australian Flora._. accessed on 14 September, 2022.. 2023.  url:  [https://florabase.dpaw.wa.gov.au/](https://florabase.dpaw.wa.gov.au/)."
Warren_2005,"C. R. Warren, M. Tausz, and M. A. Adams. “Does rainfall explain variation in leaf morphology and physiology among populations of red ironbark (Eucalyptus sideroxylon subsp. tricarpa) grown in a common garden?”.   _Tree Physiology_ 25.11 (2005), pp. 1369-1378.  doi:  [10.1093/treephys/25.11.1369](https://doi.org/10.1093%2Ftreephys%2F25.11.1369)."
Warren_2006,"C. R. Warren, E. Dreyer, M. Tausz, and M. A. Adams. “Ecotype adaptation and acclimation of leaf traits to rainfall in 29 species of 16-year-old Eucalyptus at two common gardens”.   _Functional Ecology_ 20.6 (2006), pp. 929-940.  doi:  [10.1111/j.1365-2435.2006.01198.x](https://doi.org/10.1111%2Fj.1365-2435.2006.01198.x)."
Weerasinghe_2014,"L. K. Weerasinghe, D. Creek, K. Y. Crous, S. Xiang, M. J. Liddell, M. H. Turnbull, and O. K. Atkin. “Canopy position affects the relationships between leaf respiration and associated traits in a tropical rainforest in Far North Queensland”.   _Tree Physiology_ 34.6 (2014), pp. 564-584.  doi:  [10.1093/treephys/tpu016](https://doi.org/10.1093%2Ftreephys%2Ftpu016)."
Wells_2012,"J. A. Wells. “Phylogeny and inter-relations of ecological traits and seed dispersal in rainforest plants: Exploring aspects of functional diversity in primary and secondary rainforests in Australia's Wet Tropics.”. PhD. University of Queensland, 2012."
Wenk_2022,E. Wenk. “Unpublished data: Australian plant growth forms dataset”. 2022.
Wenk_2023,"E. Wenk. “Unpublished data: Australian plant life history dataset, University of New South Wales, Sydney”. 2023."
Wenk_2023_2,"E. Wenk and D. Coleman. “Unpublished: Rain and flood-related flowering cues for Australia's flora, University of New South Wales, Australia”. 2023."
Westman_1977,"W. Westman and R. V. Roggers. “Nutrient stocks in a subtropical eucalypt forest, North Stradbroke Island”.   _Austral Ecology_ 2.4 (1977), pp. 447-460.  doi:  [10.1111/j.1442-9993.1977.tb01160.x](https://doi.org/10.1111%2Fj.1442-9993.1977.tb01160.x)."
Westoby_2003,"M. Westoby and I. J. Wright. “The leaf size - twig size spectrum and its relationship to other important spectra of variation among species”.   _Oecologia_ 135 (2003), pp. 621-628.  doi:  [10.1007/s00442-003-1231-6](https://doi.org/10.1007%2Fs00442-003-1231-6)."
Westoby_2004,"M. Westoby. “Unpublished data: Trait data for plant species at Mt Wellington and Sea Acres, Macquarie University”. 2004."
Gleason_2012,"S. M. Gleason, D. W. Butler, K. Zieminska, P. Waryszak, and M. Westoby. “Stem xylem conductivity is key to plant water balance across Australian angiosperm species”.   _Functional Ecology_ 26 (2012), pp. 343-352.  doi:  [10.1111/j.1365-2435.2012.01962.x](https://doi.org/10.1111%2Fj.1365-2435.2012.01962.x)."
Wheeler_2002,"J. R. Wheeler, N. G. Marchant, and M. Lewington. _Flora of the south west: Bunbury, Augusta, Denmark_. Australian Biological Resources Study ; University of Western Australia Press, 2002. ISBN: 9780642568168."
White_2020,"M. White, S. Sinclair, and D. Frood. _Victorian Vital Attributes Database_. database. Department of Environment, Land, Water and Planning, Victoria, 2020."
Williams_2005,"N. S. G. Williams, J. W. Morgan, M. J. McDonnell, and M. A. McCarthy. “Plant traits and local extinctions in natural grasslands along an urban-rural gradient”.   _Journal of Ecology_ 93.6 (2005), pp. 1203-1213.  doi:  [10.1111/j.1365-2745.2005.01039.x](https://doi.org/10.1111%2Fj.1365-2745.2005.01039.x)."
Duncan_2011,"R. P. Duncan, S. E. Clemants, R. T. Corlett, A. K. Hahs, M. A. McCarthy, M. J. McDonnell, M. W. Schwartz, K. Thompson, P. A. Vesk, and N. S. G. Williams. “Plant traits and extinction in urban areas: a meta-analysis of 11 cities”.   _Global Ecology and Biogeography_ 20.4 (2011), pp. 509-519.  doi:  [10.1111/j.1466-8238.2010.00633.x](https://doi.org/10.1111%2Fj.1466-8238.2010.00633.x)."
Williams_2012,"P. R. Williams, M. Parsons, R. Jensen, and C. Tran. “Mechanisms of rainforest persistence and recruitment in frequently burnt wet tropical eucalypt forests”.   _Austral Ecology_ 37.2 (2012), pp. 268-275. ISSN: 1442-9993.  doi:  [10.1111/j.1442-9993.2011.02271.x](https://doi.org/10.1111%2Fj.1442-9993.2011.02271.x)."
Wills_2018,"J. Wills, J. Herbohn, J. Hu, S. Sohel, J. Baynes, and J. Firn. “Tree leaf trade-offs are stronger for sub-canopy trees: leaf traits reveal little about growth rates in canopy trees”.   _Ecological Applications_ 28.4 (2018), pp. 1116-1125.  doi:  [10.1002/eap.1715](https://doi.org/10.1002%2Feap.1715)."
Wilson_2004,"B. A. Wilson, J. Kuehs, L. E. Valentine, T. Sonneman, and K. M. Wolfe. “Guidelines for ecological burning regimes in Mediterranean ecosystems: a case study in Banksia woodlands in Western Australia”.   _Pacific Conservation Biology_ 20.1 (2014), p. 57.  doi:  [10.1071/pc140057](https://doi.org/10.1071%2Fpc140057)."
Wilson_2008,"P. G. Wilson and R. Rowe. “A revision of the Indigofereae (Fabaceae) in Australia. 2. Indigofera species with trifoliolate and alternately pinnate leaves”.   _Telopea_ 12 (2008), pp. 293-307."
Witkowski_1991,"E. T. F. Witkowski, B. B. Lamont, and S. J. Connell. “Seed bank dynamics of three co-occurring banksias in south coastal Western Australia: the role of plant age, cockatoos, senescence and interfire establishment”.   _Australian Journal of Botany_ 39.4 (1991), pp. 385-397.  doi:  [10.1071/bt9910385](https://doi.org/10.1071%2Fbt9910385)."
Wooller_2002,"S. J. Wooller, R. D. Wooller, and K. L. Brown. “Regeneration by three species of Banksia on the south coast of Western Australia in relation to fire interval”.   _Australian Journal of Botany_ 50.3 (2002), pp. 311-317.  doi:  [10.1071/bt01078](https://doi.org/10.1071%2Fbt01078)."
